batch_size,epochs,filename,i,loss_func,model_name,model_updates,mse,mse_input,noise,optimizer_name,seed,stoppage_early,total_time,train_loss
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.50595902072059.pth,190,MSELoss(),SHO_Fitter_original_data,555,0.32711273431777954,32.6885871887207,7,Adam,45,False,15.88197135925293,32.50595902072059
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_32.49781070318487.pth,191,MSELoss(),SHO_Fitter_original_data,555,0.32834336161613464,32.6885871887207,7,Adam,46,False,15.87876009941101,32.49781070318487
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.191196993959174.pth,192,MSELoss(),SHO_Fitter_original_data,11060,0.6334648728370667,42.69235610961914,8,Adam,0,False,92.00775074958801,42.191196993959174
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.196870512294545.pth,193,MSELoss(),SHO_Fitter_original_data,11060,0.6206721663475037,42.69235610961914,8,Adam,41,False,89.42482495307922,42.196870512294545
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.20542257699977.pth,194,MSELoss(),SHO_Fitter_original_data,11060,0.616244375705719,42.69235610961914,8,Adam,43,False,92.78134560585022,42.20542257699977
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.2020111846979.pth,195,MSELoss(),SHO_Fitter_original_data,11060,0.6094943284988403,42.69235610961914,8,Adam,44,False,92.06308555603027,42.2020111846979
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.22124290473207.pth,196,MSELoss(),SHO_Fitter_original_data,11060,0.6050536632537842,42.69235610961914,8,Adam,45,False,90.68551325798035,42.22124290473207
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.20843145423741.pth,197,MSELoss(),SHO_Fitter_original_data,11060,0.5988526940345764,42.69235610961914,8,Adam,46,False,91.72843742370605,42.20843145423741
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.2076411181026.pth,198,MSELoss(),SHO_Fitter_original_data,5530,0.5920014977455139,42.69235610961914,8,Adam,0,False,55.03498840332031,42.2076411181026
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.2182223552631.pth,199,MSELoss(),SHO_Fitter_original_data,5530,0.5826313495635986,42.69235610961914,8,Adam,41,False,55.378835678100586,42.2182223552631
500,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_0.03393520742159766.pth,2,MSELoss(),SHO_Fitter_original_data,11060,0.03398513421416283,0.0,0,Adam,43,False,92.84576749801636,0.03393520742159766
10000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_0.0378144882391401.pth,20,MSELoss(),SHO_Fitter_original_data,555,0.037238091230392456,0.0,0,Adam,43,False,15.894581317901611,0.0378144882391401
1000,4,SHO_Fitter_original_data_model_optimizer_Adam_epoch_4_train_loss_42.22649793699384.pth,200,MSELoss(),SHO_Fitter_original_data,5530,0.5644020438194275,42.69235610961914,8,Adam,43,False,54.961333990097046,42.22649793699384
